Job,Education,InfoDeg,DateRange,Gender,WorkLevel
"['Addetto alle vendite', 'Addetto alle vendite', 'Esattore', 'Esattore', 'Impiegata']","['Scienze Politiche', 'Corso di Scienze dell’Organizzazione e dell’Amministrazione', 'in corso', 'Maturità in Scienze Sociali', '84/100']",Triennale,"['2000', '2005']",F,Impiegato
"['Giornalista e segretaria di redazione', 'Responsabile delle comunicazioni', 'Giornalista e addetta stampa', 'Redattore capo', 'Impiegato']","['1°\xa0livello - Laurea L', 'Sociologia', '110', 'Master', 'Relazioni esterne e comunicazione aziendale', 'Attestato di partecipazione', 'News e fotogiornalismo']",Triennale,"['2003', '2004']",F,Impiegato
"['Diennea - MagNews', 'Responsabile Area Espansione']","['Scienze Politiche', 'Politiche sociali e Politiche sanitarie (Laurea Magistrale)', 'Scienze Politiche', 'Scienze Criminologiche per la sicurezza (Laurea triennale)']",Magistrale,"['2008', '2010', '2004', '2008']",M,Quadro
"['Assegnista di ricerca - Postdoctoral Researcher', 'Docente di ruolo - Materie letterarie e latino', 'Docente di ruolo - Materie letterarie e latino', 'Insegnante di lettere', 'Tirocinante', 'Collaboratore esterno', 'Insegnante di lettere']","['Doctor of Philosophy - PhD', 'Culture letterarie, filologiche, storiche', 'Doctorante', ""IASA Institut d'archéologie et des sciences de la antiquité"", 'Erasmus IP ""Myths, Nation-Building, Political Identities""\u200b', 'Master of Arts (MA)', ""Filologia e storia dell'antichità"", '110 e lode', 'Bachelor of Arts (BA)', 'Lettere curriculum antico', '110 e lode', 'Maturità Classica', '100/100', ""Abilitazione all'insegnamento nella scuola media inferiore e superiore"", 'TFA Classe di concorso A051 - Materie letterarie e latino nei licei', '100/100']",Dottorato,"['2013', '2018', '2016', '2017', '2012', '2012', '2007', '2012', '2007', '2010', '2002', '2007', '2015']",F,Impiegato
"['Io Donna', 'Fashion digital pr', 'collaboratore', 'docente']","['Web writing and Content Marketing', 'P.h.D. in Arte', 'Facoltà di Lettere e Filosofia', ""Master's degree"", 'comunicazione e giornalismo di moda', 'Lettere Moderne', 'Facolta di Lettere e Filosofia']",Dottorato,"['2009', '2009', '2006', '2008', '2005', '2006', '1995', '2000']",M,Impiegato
"['Docente', 'Docente', 'Insegnante a contratto', 'Insegnante', 'Insegnante - Responsabile', 'Contratto a chiamata', 'Insegnante e Responsabile Scuola Tennis', 'Tutor attività didattica Vice Presidenza Scuola di Lettere e Beni Culturali Università Bologna', 'Preparatore Atletico', 'Maestro di tennis']","['Laureato in Storia;Laureato alla Magistrale in Scienze Storiche;Laureato a  Magi.Scienze Filosofiche', 'Facoltà di Lettere e Filosofia Università di Bologna', 'Laurea Magistrale in Scienze Storiche', '110/110', 'Laurea Magistrale in Scienze Filosofiche', '106/110', 'Laurea in Storia', '101/110', ""Esami  di specializzazione in Storia dell'Arte:"", '30 e lode; 29; 25', 'Master in Discipline Geografiche', '110/110', 'Master in Letteratura e linguistica italiana e latina', '110/110', 'Maestro di Tennis. Tesina finale in Psicologia dello Sport', '29/30', 'Istruttore di Tennis', 'C.R.B. Bologna - S.N.M. Roma']",Magistrale,"['2019', '2020', '2018', '2019']",M,Impiegato
"['Corpo docente', 'Laureato in Economia e Italianistica, impiegato part time, istruttore di arti marziali']","['Laurea magistrale in Italianistica e scienze linguistiche', 'Lettere/Studi umanistici', '107', 'Storia medievale, laurea triennale', 'Storia', '110 e lode', ""Laurea triennale in Scienze dell'Economia e della Gestione Aziendale"", 'Economia aziendale/manageriale', '101']",Magistrale,"['2015', '2012', '2008']",M,Impiegato
"['Docente in ruolo di Lettere e Latino', 'Redattrice', ""Membro del Centre d'études sur la littérature belge de langue française"", 'Docente di Formes de Médiation', 'Docente di Letterature Francofone Europee', 'Tutor didattico di Basic French', ""Membro dell'Association Européenne d'Études Francophones"", 'Visiting PHD Student', 'Visiting Student', 'Docente in ruolo di Lettere', 'Docente di Lettere e Latino', 'Docente di Lettere', 'Docente di Lettere e Latino', 'Tirocinante di Lettere, Latino e Greco', 'Visiting PHD Student']","[""Abilitazione all'insegnamento nella scuola secondaria"", '100/100', ""Dottorato di ricerca in Les Littératures de l'Europe Unie"", 'Eccellente', 'Laurea magistrale in Filologia, Letteratura e Tradizione classica', '110/110 e lode con attribuzione della dignità di stampa alla tesi', 'Erasmus', 'Laurea triennale in Lettere classiche', '110/110 e lode', 'Maturità classica', '100/100']",Dottorato,"['2014', '2015', '2011', '2015', '2008', '2011', '2007', '2008', '2005', '2008', '2000', '2005']",F,Impiegato
"['Trade marketing and merchandising specialist', 'Area Manager']","['Laura in scienze politiche indirizzo sociologico', 'Sociologia e ricerche di mercato']",Triennale,"['1992', '2003']",F,Quadro
"['Docente di Lettere', 'Docente di Lettere']","['Laurea magistrale LM in Lettere', 'Italianistica', '110L', 'Laurea triennale in Lettere', 'Culture Letterarie Europee', '108/110', 'Diploma Liceo Linguistico ESABAC']",Magistrale,"['2017', '2019', '2014', '2017', '2009', '2014']",F,Impiegato
['Ufficio autori'],"['Laurea Magistrale  LM', 'Italianistica', 'Erasmus+', '1°\xa0livello - Laurea L', 'Lettere/Studi umanistici', 'Maturità classica', '100/100']",Magistrale,"['2019', '2019', '2018', '2019', '2018', '2018', '2016', '2019', '2015', '2016', '2010', '2015']",F,Impiegato
"['Docente universitario', 'Insegnate scuola media superiore', 'Disegnatore tecnico']","['Borsa di studio del Ministero degli Affari Esteri', 'Philosophy', 'Laurea in Filosofia', 'Facoltà di Lettere e Filosofia']",Triennale,"['1988', '1989', '1981', '1987']",M,Impiegato
"['Insegnante di lettere', 'Educatore Sociale']","['Laurea triennale', 'Scienze antropologiche', '110/110 lode', 'Laurea Magistrale  LM', 'Antropologia culturale', '109/110']",Triennale,"['2005', '2009']",F,Impiegato
"['Docente a contratto', 'Docente a contratto', 'Docente a contratto', 'Docente a contratto']","['Laurea Magistrale  LM', 'Filologia Moderna', 'Laurea triennale', 'Lettere moderne', 'FIT - PERCORSO FORMATIVO PER IL CONSEGUIMENTO DEI 24 CFU', 'Master of Education - MEd', ""Strumenti e Metodologie didattiche per un approccio interculturale nell'area disciplinare Umanistica"", '110/110']",Magistrale,"['2019', '2019']",M,Impiegato
"['Professore di Archeologia del Paesaggio', 'Ph.D student', 'Archeologo', 'Perfezionamento']","['Master', 'Bioarcheologia, Paleopatologia Antropologia Forense', 'Dottore in Lettere classiche; Dottore in Archeologia e culture del mondo antico', 'Archeologia, Antropologia fisica e forense, Lettere']",Triennale,"['2010', '2011', '2004', '2009']",M,Impiegato
"['Insegnante di lettere miur', 'Coworker logistica, abilitato alla movimentazione merci con carrello elevatore retrattile', 'impiegato', 'Insegnante di lettere', 'Produttore Libero']","['laurea quadriennale in lettere moderne', 'letteratura italiana,storia moderna e contemporenea, filologia classica, sociolinguistica']",Triennale,"['1998', '2010']",M,Impiegato
['Tutor privato'],"['Laurea Magistrale  LM', 'Filologia classica', '110/110 e Lode', 'Laurea', 'Lettere classiche', '110/110 e Lode', 'Maturità classica', '100/100 e Lode']",Magistrale,"['2019', '2021', '2016', '2019', '2011', '2016']",M,Impiegato
['Ricercatore'],"['1° ciclo -  Laurea L', 'storia dei Paesi Afrosiatici']",Triennale,"['1991', '1996']",M,Impiegato
"['Conduttrice radiofonica', 'Giornalista']","['Laurea in Lettere Moderne', '110/lode', 'Laurea in Lettere moderne', 'Arti e scienze liberali, studi generali e lettere']",Triennale,['2003'],F,Impiegato
